"","mz","rt","S_1","S_2","S_3","S_4","S_5","S_6","S_7","S_8","S_9","S_10","B_1","NIST_1","SP_1","S_11","S_12","S_13","S_14","S_15","S_16","S_17","S_18","S_19","S_20","B_2","NIST_2","SP_2","S_21","S_22","S_23","S_24","S_25","S_26","S_27","S_28","S_29","S_30","B_3","NIST_3","SP_3","S_31","S_32","S_33","S_34","S_35","S_36","S_37","S_38","S_39","S_40","B_4","NIST_4","SP_4","S_41","S_42","S_43","S_44","S_45","S_46","S_47","S_48","S_49","S_50","B_5","NIST_5","SP_5","S_51","S_52","S_53","S_54","S_55","S_56","S_57","S_58","S_59","S_60","B_6","NIST_6","SP_6","S_61","S_62","S_63","S_64","S_65","S_66","S_67","S_68","S_69","S_70","B_7","NIST_7","SP_7","S_71","S_72","S_73","S_74","S_75","S_76","S_77","S_78","S_79","S_80","B_8","NIST_8","SP_8","S_81","S_82","S_83","S_84","S_85","S_86","S_87","S_89","S_90","B_9","NIST_9","SP_9","S_91","S_92","S_93","S_94","S_95","S_96","S_97","S_98","S_99","S_100","B_10","NIST_10","SP_10","S_101","S_102","S_103","S_104","S_105","S_106","S_107","S_108","S_109","S_110","pValue"
"428","812.6717599","19.41532062","1806555.972","951047.4661","2281077.892","1301210.915","1641232.643","1028348.915","2052414.6","1504705.575","2155143.537","1572887.661","","1400146.176","1317861.273","1903136.421","774894.6724","2135308.333","1660184.612","2193507.748","2435391.884","2180510.831","2182585.86","2911961.258","2499984.099","100271.1342","771209.1536","704181.2968","2270486.833","2322150.075","2733486.516","2367285.522","1524225.188","1724257.685","2037162.047","2166389.117","1066484.432","1426534.663","","1441187.824","1172025.546","1930430.467","2691710.442","2074979.976","2057802.967","2752095.096","1810123.732","1606830.603","2346100.451","1768301.999","1675657.883","","1351295.629","1036541.651","1799912.446","1404782.443","2129863.361","2041828.45","2476838.017","2657717.698","1919788.66","2520955.224","2374687.839","1862337.147","120616.0525","1071601.843","1174779.319","1962745.872","1679919.403","1229412.786","1575135.005","1795665.81","2149221.714","1565099.442","1154779.149","1754977.71","1970212.586","77457.6585","1419177.993","1124971.252","1238631.93","1025507.372","2214141.008","1947396.596","1537113.296","1797545.852","2687836.916","1990743.924","1516659.844","1590492.489","","1182221.596","1353141.346","1215016.608","1656977.062","2126781.324","1824930.745","1901552.395","2492189.118","1614921.539","1791200.001","1892598.613","1606514.39","","1468511.506","1395614.08","2583775.497","2842593.309","2100658.007","1475657.331","1582797.842","2089314.669","2452080.881","1983972.767","3776427.422","135826.8783","3070484.909","1951654.728","2881333.205","2920744.13","1897820.015","3319058.168","2612871.145","3872540.426","2462808.649","2329792.713","2839219.71","2515089.968","205771.039","2474266.412","1880645.368","2502620.042","2691284.433","2535314.112","2034567.327","2918636.773","2693340.326","3303220.594","3334215.899","3576517.18","3098887.54","0.7541944270779535"
"430","772.5845438","18.45108943","2245292.485","1166302.134","3616447.512","1517992.7","1976601.815","2143450.848","2245890.417","2338929.687","2474656.061","1369922.44","","1179063.763","1307231.749","2814012.588","1017411.992","2219229.099","1318791.548","2555037.186","2274868.082","1531234.721","1885643.038","2105430.032","2059761.58","","911708.9585","1443715.778","1647246.568","2894307.722","1599129.373","1613618.647","1609930.921","1212820.01","1938119.931","1687020.917","1684601.492","1606687.794","","916212.4971","1275364.572","3341689.009","2527678.514","1744778.345","2221857.048","2845331.305","1550704.633","3207613.178","2042357.474","2349207.216","1857966.226","","1019104.494","1413099.892","1284565.662","1904496.471","2480684.189","2001381.895","2292862.268","1718618.27","2587463.304","3185696.503","2723199.069","1692918.528","","794613.9843","1200364.136","2142520.756","2542836.565","718768.3451","1590434.96","1244940.562","1449965.264","1282676.694","1283670.991","2394917.768","1549791.028","","800377.7845","1276247.095","945189.5184","1644209.762","3098812.252","1108274.475","1500052.766","2252055.167","1444344.89","3010787.066","1483779.556","3270611.606","","792195.843","1675521.781","1300938.767","1289478.582","2166524.269","1080479.615","1892709.419","3605716.521","1536469.519","1653214.856","2422234.637","1556274.225","","920729.3995","1943979.852","3858933.073","3839844.013","4599390.65","1314467.035","2677627.514","4247367.771","4518677.181","2484117.695","4001134.708","","2644232.51","2983350.453","4380010.948","3521330.071","4430988.496","3770348.105","2316733.252","3753461.437","4644152.855","4630401.272","3321546.945","2663505.001","","2922560.418","3425017.478","4189098.942","3852521.877","3531814.727","3645905.583","1760591.582","2905795.46","4406870.035","3913990.101","3967169.872","2514037.628","0.5165982340065284"
"436","545.3407379","15.82395168","3139198.201","2597205.11","4213127.409","2891348.411","2572475.926","2634621.466","2870650.523","2785299.912","2755367.01","2319198.954","","2635754.399","1288863.671","3405925.156","2570042.185","2039445.223","1149307.991","2667545.049","3030742.601","3380395.928","1565734.799","5278145.067","3377098.93","","2801883.184","1392123.138","3246983.308","3399883.866","2673315.943","2390071.556","1326654.244","2110266.967","3166457.358","3222625.169","1824671.187","2009465.784","","3208517.007","1314612.32","4263400.439","3659392.037","2571994.705","2333494.053","3921514.149","3842869.152","2290801.283","3022231.065","3105748.249","1810878.962","","2780340.188","1505343.118","3744478.009","2231049.904","3724016.309","3184320.189","2515612.698","3600224.666","3180799.396","5354202.443","3331267.381","2337248.93","","2472461.931","1586407.162","3716674.236","1419846.295","1734847.223","2027401.102","2507924.965","3535886.984","1710420.044","1735970.003","3177939.366","2307094.266","","2901243.315","1442186.683","1690882.062","1258767.178","3398361.566","2584502.547","3175563.354","2819271.593","3702784.193","3203417.738","2458203.959","3320047.988","","2495200.874","1639303.116","2051614.86","2546686.118","3751613.356","2491831.317","2880246.189","4245585.004","1856937.215","3105688.406","2379915.232","2200369.259","","2961159.03","2030764.565","5066664.367","4069056.275","4737283.003","2587062.335","3105454.217","4553313.782","4534745.554","2708786.356","5677377.291","","5947666.193","2053812.002","5574289.528","4051352.482","3090589.202","3641242.77","3460979.917","6078003.467","4744697.26","4084723.556","3915121.018","2590708.285","","5530453.629","3128154.097","4712630.204","2752244.719","3976258.84","3645264.494","3859731.922","2171139.589","4653313.85","6071250.812","4912936.866","4078930.33","0.8977347471383664"
"440","249.1095992","10.65627164","1355795.149","319399.8563","1474227.81","2010502.034","1048848.22","284169.9246","202947.9084","1569434.771","2330533.872","1497955.425","54477.77012","92229.82232","1263522.051","763773.5146","1706343.237","1658563.118","2043985.428","222410.2876","354823.0214","311231.8146","1161473.853","1495414.538","546580.895","67994.68116","96112.62016","1477995.175","755689.2749","1096406.174","2270688.85","1712765.461","409385.4985","1623147.495","541564.8468","1654758.339","626237.9087","2145962.796","182823.3859","100250.7328","1359731.946","2516475.533","2330017.451","1712687.259","1120997.327","885037.6879","2051664.231","646033.2693","308893.125","2208116.037","1686186.429","183595.3241","95929.76637","1303812.022","1848950.458","1283720.831","1281479.175","263555.318","2574105.233","319583.3236","1933747.273","222062.4838","1706396.734","2853374.388","223442.3044","95050.63957","1374093.758","1655759.686","1813654.002","1830564.484","1896483.988","244818.2516","160355.7825","350374.4145","1779949.721","2065916.981","1661281.62","170239.071","105555.9301","1189798.513","2802912.917","397055.6216","1667152.867","849985.9169","2536813.836","271887.2651","2512759.234","1431614.759","2399260.622","2126604.246","86340.4633","118041.3406","1371569.004","316732.9825","1622408.338","2033784.058","2271147.309","262892.1796","1931093.532","211206.4853","2083199.551","2026301.835","207931.8112","198470.7046","115660.7237","1178452.322","496746.4763","2688146.624","373803.5207","2331690.58","130681.931","1633534.145","92833.43426","1536416.859","1605453.303","","","1589746.64","55530.65155","1622402.205","138733.3646","1381044.066","2233895.989","2093552.972","2371804.537","253730.364","1762626.192","1083038.156","131863.0788","","404927.2711","1898878.929","346331.4037","1896627.859","583221.7325","884186.2419","2631355.892","1594026.777","2191900.209","2211744.512","391551.3793","0.5757169045223716"
"441","492.3738542","16.60331447","1309184.533","705597.5536","324089.0577","1274587.145","1596543.446","590871.3275","1007207.352","493236.4189","1607232.592","1474425.206","","934852.6296","1260919.835","1921730.387","1621583.468","1227986.377","1217669.367","1050177.893","465999.9668","1585859.334","1431951.356","630174.4334","1546634.622","","1024806.646","1291901.097","1670629.532","2103905.994","901300.1798","546747.8889","121826.2483","890383.666","1106102.847","445333.719","992256.0133","1612606.137","","939346.8878","1421541.802","873236.975","545227.9174","1647645.02","1612867.124","940193.8794","1650577.86","1665317.116","1772076.432","1744926.113","1486046.335","","925262.9595","1427568.478","846938.4462","1450767.74","2209237.492","1474401.33","862237.4152","1082406.103","1719168.986","1226386.743","1140286.781","687017.9743","","912929.2287","1232672.322","896017.4135","1720115.608","948545.5126","2334474.059","1981360.186","1721522.092","1550791.825","2834933.833","1188964.336","1125176.377","","986431.1464","1323550.934","1736982.645","1352165.944","1338045.621","1715817.139","968455.9981","2123163.804","1021465.39","1800353.008","3902796.613","1284019.41","","947904.9091","1402431.377","1672532.305","1257481.229","1161119.779","426436.2965","1391411.978","499342.3435","1813066.958","1668942.99","1462992.344","1921455.019","","940835.3833","1374322.524","831323.6335","1139120.902","1659935.024","1442936.858","1191573.561","1818388.933","178049.5665","859420.5879","712685.3628","","759942.3136","816209.6253","1449136.108","1032726.491","901579.0548","914525.3855","1067144.96","698140.8933","1287259.031","1530815.269","938483.8724","725513.9929","","841505.1642","1122289.961","1185961.963","1911519.519","1219070.395","1200780.581","929011.4203","797175.3077","2427179.831","1857708.66","410932.4317","868680.5944","0.382490338503529"
"442","186.1124398","0.966977224","1611693.122","1316034.591","915073.3344","1930302.154","1944369.837","1069916.707","1489874.432","1463247.383","2054375.628","932111.0053","","2542201.413","1259299.802","1159314.266","937869.7727","1590989.269","1181464.357","1253642.574","1606660.277","1759911.62","1554552.541","1585678.691","1634541.123","28786.54144","2600404.99","1283781.633","1042281.914","459704.7203","804978.2976","1150040.542","2077702.009","2466253.305","2021769.338","1441455.419","1854995.482","852023.2222","29461.814","2752938.477","1202648.261","1462421.468","1653588.304","1015332.018","769143.9929","1113772.333","1337190.669","928395.0635","1496138.662","2115824.655","1026851.93","33398.05017","3077556.332","1462844.143","1758269.007","2489170.107","2140489.146","1657858.797","1210639.781","1336032.052","1329767.874","1778786.685","1360655.476","1613332.594","26660.89764","3397250.81","1445450.042","1712138.624","1749667.658","723107.9845","1475044.843","1690129.323","1608022.135","2773880.884","1108784.288","1285935.955","1499846.754","35942.16426","3396378.427","1459213.037","1362194.802","1427425.852","817963.396","1257126.821","1228636.09","1984993.51","1095172.707","985844.3335","2046062.315","1190774.043","37813.15987","3224268.487","1359146.223","2022553.277","1403456.168","1125049.249","1533279.974","982740.767","1005726.517","2626899.979","1754522.714","1112658.701","1845217.116","18275.99921","3160183.59","1427696.347","1294116.27","1737036.329","1131018.326","962224.6899","1455294.543","1466717.841","1398994.137","1927525.879","1751249.955","","2485597.151","1377346.831","1223432.594","2144635.821","2943554.634","1162628.247","899389.1587","1190481.948","1336407.084","1787580.423","1196351.573","1888533.651","22146.43845","2549755.926","1220175.141","1550714.833","556012.2728","944295.2858","1531138.156","1639182.812","1245493.387","920743.0105","1513827.995","1231404.614","1560014.071","0.02702699778582618"
"444","424.896461","0.557245583","1412457.059","1522328.037","1526013.407","1279625.579","1200445.056","1327330.017","1124330.199","1457340.211","1278876.716","1348152.696","","135817.9292","1252468.563","1050086.168","1382845.161","1467743.73","1334287.847","1284079.055","1344198.593","1440825.208","1048206.732","1358040.586","1264716.32","","189994.1128","1195109.426","1029565.192","1162307.431","1350628.707","1388608.073","1284148.981","1425227.432","993391.8895","1595804.891","1350334.364","1209530.07","","178261.3226","1253238.101","1306296.327","1346264.237","1168069.959","1227036.725","1136739.908","1325947.014","1119420.6","1079395.603","1258535.497","1263380.638","","117920.1117","1293839.727","1202322.194","1356023.375","1352711.999","1138971.088","1311372.732","1202919.268","1336023.005","1304296.019","1179704.051","1421591.8","","126556.1197","1239979.744","1251158.439","1113968.35","1188739.865","1144938.792","1169198.627","1030014.192","1275015.26","961108.5849","1178701.142","1295181.898","","136077.5834","1380179.282","1314891.67","1344824.976","1410170.285","1258720.772","1372091.824","1179103.872","1204908.697","1202384.22","1228026.06","1219442.954","","165417.6838","1167400.731","1177160.262","1289092.165","1423702.982","1648785.754","1144620.773","1498736.334","1232287.624","1098543.771","1439388.663","1239278.233","127050.9502","157526.789","1185345.923","1263321.776","1101925.16","992464.7586","1118842.853","1145983.415","1098468.596","1227792.146","1134717.81","1303869.583","","127627.9147","1262806.809","1046110.44","1126712.222","1215039.79","1219526.548","1164360.796","1172463.112","1188827.66","1112977.447","1043357.503","1332558.895","","107014.8285","1062545.011","1149080.853","1300014.188","1286444.424","984165.1006","1173039.804","1212265.853","1160283.58","1022327.093","1159780.48","1304050.897","0.27117949211289294"
"447","286.2011024","8.067808582","362289.2107","2000600.912","244613.5813","1626155.783","759407.0774","2079647.977","2051113.643","1082404.523","1112109.893","778990.7467","","1036358.054","1243476.215","1072626.061","1387905.254","1368786.505","882606.1265","781073.7484","1401266.675","476391.0839","1727539.434","850970.7332","1359826.461","","670489.8992","1561677.746","1667036.124","726384.324","1540927.046","1483551.808","1429202.062","2522514.94","1284936.724","217860.8557","1917377.461","1019643.788","","842089.176","1020431.467","863602.2003","706571.8423","1695745.859","741001.3303","1007973.535","2107050.378","925169.1917","2058687.502","1702083.445","1487965.071","","934941.6055","1529394.42","630631.1209","794875.7419","449946.7037","1247600.195","737178.6253","2487782.306","716100.8543","533371.0423","1445879.785","2181410.613","","732735.5357","1531366.968","1836703.957","3228403.148","2197870.467","1833238.896","1034710.619","1206520.916","1440862.592","1136858.801","1660604.048","1151483.001","","563940.3358","1680680.89","1985568.893","1853980.412","1807864.299","1129966.164","1890187.999","1359775.062","829000.647","2680541.282","882510.853","1029806.781","","661658.5261","1587844.594","1697080.118","918490.1037","1527739.855","2248897.145","861813.2522","582096.0632","1097980.139","418689.0503","1217928.141","778394.5472","","885429.9666","1511965.358","689080.122","1951554.467","1392665.425","219854.8116","1111580.532","1073615.304","4180658.942","1159899.793","1530130.35","","796403.3805","1810089.971","1070225.724","1421401.322","878057.272","1315279.264","3961347.621","971777.0759","309898.476","1040982.766","3350756.535","1548911.948","","896355.96","1034748.375","1109349.797","395250.7087","862342.0308","3166899.771","953299.4454","1291568.358","2158908.141","1511898.847","1050288.523","250272.9405","0.9141366233541202"
"452","377.0571629","1.173058991","943132.2175","1109264.111","754504.232","1124071.221","1113456.935","823664.3573","1011233.223","1014289.124","1219201.184","1061105.309","","","1236412.143","1092815.054","1090941.661","1063919.051","975662.67","990136.0883","1100371.198","1149340.601","1328560.079","932961.9908","1064169.648","","","1098679.432","878836.7287","795147.5344","977169.7848","927609.132","1238665.457","1192339.935","1213817.062","1191951.282","1119432.959","815398.2752","","10886.04243","1037373.135","847416.0589","1194557.022","1135912.653","873103.0884","891058.6113","1067021.348","948177.6226","1145888.104","1035009.663","1098653.477","","13327.85183","1001543.853","1069865.968","1030030.392","809085.6045","1108739.505","792221.6664","1021268.194","850439.7549","871314.7164","849065.512","1268500.185","","","1058056.126","987362.3563","1115779.779","1250590.415","952832.3052","1109145.56","875189.2974","956705.8969","1073991.136","1037924.267","1146053.566","","13641.1774","1113076.906","1304058.702","881813.6643","710584.3687","926499.9777","995205.9703","849400.8463","1277395.374","798124.0733","954467.3869","1059901.604","","13602.23787","989372.122","1052688.035","1189780.104","949697.0875","1294386.958","729130.8938","904180.1912","1048555.625","1060313.745","816196.3134","1061716.299","","7068.353699","929219.4983","773381.9917","877484.0347","772906.5261","971573.6122","829098.1337","900047.3185","805637.7066","937681.1016","1215411.556","","11523.96297","1030077.462","677727.5113","779008.7896","949483.9574","678593.0294","928256.605","1037451.11","890753.9371","790324.8711","920335.8995","1248979.455","","7135.96561","830841.3357","854471.8809","870697.0134","699487.2767","533030.7036","795769.3119","835717.7648","723463.5079","794759.6186","870566.9945","806539.9774","0.6619489879059859"
"462","356.9090561","0.554981625","1321060.49","1397692.948","1435196.374","1185302.731","1190178.952","1232756.295","1155493.416","1355434.401","1206018.995","1268499.61","","134296.0303","1200557.335","998605.5612","1344833.381","1338175.94","1245683.519","1146610.766","1264503.817","1354507.824","1040001.099","1265362.02","1190913.73","","175027.5653","1155715.35","1020350.059","1105114.037","1302707.56","1386576.982","1277009.763","1386045.001","987028.7088","1545630.505","1284664.344","1110795.301","","178220.7033","1191112.664","1231542.833","1309060.38","1108167.01","1183552.479","1149051.014","1301199.631","1085680.11","1096985.556","1247572.92","1183071.826","179826.5926","108331.7949","1273568.982","1174307.542","1303765.645","1300987.299","1107054.645","1198899.821","1177263.797","1290180.91","1278111.876","1153798.222","1318707.138","","124167.8998","1260416.224","1238940.207","1068464.08","1189195.143","1118604.228","1115347.869","1031689.314","1186383.007","984196.3346","1146029","1223936.364","","148468.7164","1334505.638","1285097.336","1344164.089","1407252.36","1228238.728","1285144.851","1165967.833","1216935.403","1136633.411","1155676.97","1193677.993","","150338.6734","1142898.393","1156791.276","1196445.419","1320099.062","1529659.494","1146509.266","1441912.959","1208091.972","1112439.476","1441769.696","1188472.115","","149267.4543","1116864.641","1195259.09","1059329.76","988484.6406","1078284.839","1118864.291","1083709.443","1171716.974","1101544.919","1330780.276","249472.0299","131070.9919","1256595.092","1044801.151","1141915.235","1215779.18","1214841.065","1137402.937","1155907.635","1152150.318","1108596.406","1012795.641","1329738.398","","101957.2063","1094338.388","1158015.467","1243116.84","1297177.73","982259.3761","1183680.354","1175977.687","1112016.717","1007512.358","1147005.323","1304434.862","0.20988794275686495"
"464","232.999086","0.502391546","974788.3214","1293809.713","990312.9868","1070140.138","1055599.689","1406579.417","1393143.344","1309822.001","1020276.174","1204435.3","","8647.211569","1198555.318","1061155.951","1294023.346","998205.9843","1051935.999","1429039.042","1247716.337","1186839.259","1260086.841","995502.5738","1205917.946","","9234.972428","1052159.335","1186524.11","1028625.52","1104008.463","1040363.853","1072362.87","1158768.273","957504.9756","1556205.357","1117873.704","990508.2931","","9511.813435","1229032.185","1316565.306","1275555.517","1307394.777","1044772.503","1239065.766","948914.898","1197791.432","1211388.228","1112379.928","1397029.845","","9324.21916","1094651.156","836615.1932","1015253.532","1064175.643","1472806.303","1271470.683","1276126.919","1336405.023","1235504.233","979386.5753","1227404.685","","8905.196832","1142870.272","895441.3996","1280405.598","975703.5658","1125357.816","1065152.857","1351912.816","1149714.341","1101151.474","1028033.515","1157464.275","","6968.970609","1190543.343","1199499.042","1218469.347","1094570.461","981552.6056","1131106.28","1089140.166","1905197.621","1093237.819","1041362.383","1361997.673","","9279.265576","1147015.036","1358340.017","1140610.355","1222855.997","1121278.541","1236673.496","1157169.756","1289651.941","1181163.39","1219577.552","1321974.98","","","1170343.833","1085270.605","1072076.276","892007.2531","903203.427","1014621.365","919207.7649","1243050.786","913202.9219","910879.16","","12584.29373","1119541.595","1023545.978","928241.9001","1257466.839","807001.947","1009412.375","1016727.022","957492.3275","1025247.085","970776.1337","1074829.571","","14720.76767","961185.4286","1170074.464","986916.4969","1224331.558","840313.5218","926404.0232","1089897.306","757694.2204","737262.8352","898729.9015","1354383.745","0.3974501943043731"
"467","136.0481568","0.661797755","985060.0185","932983.8263","1339974.858","1096582.085","843232.3672","1247851.56","1425888.012","1290341.924","1107501.114","1233580.598","","1003911.334","1191458.848","844924.0859","1676105.148","1371182.855","1315695.948","1718143.398","1032296.623","893549.9598","1517226.809","1000115.315","1156257.629","18264.83364","953060.5257","1138361.914","906023.3181","1088378.039","1178137.246","965282.8928","1234097.893","1440021.497","1367559.205","1566511.018","1333378.266","810561.597","","949048.3263","1147015.154","1275033.374","1247587.154","1131501.22","1365172.795","1196258.235","1253897.37","1369025.028","904462.9834","934337.3618","1224339.505","","986503.7208","1055400.129","968053.4346","1038585.546","1131654.769","1308838.742","1292681.527","1265924.377","1231965.398","1081612.088","1314832.072","1117999.482","35271.31342","1004190.203","1029701.36","925282.8601","1030242.355","976062.1265","1267103.966","1215078.924","1093554.416","1331622.468","1561994.131","996889.806","1064745.138","82110.72074","985858.1799","1144773.19","1342442.393","1042685.859","702173.0116","917663.6781","1105176.445","1101048.874","1219749.496","876259.9927","941561.2148","1074189.546","25864.89552","960696.5221","1072753.026","1347384.332","1181212.592","1028846.355","1406881.133","821144.4734","1110000.693","1380677.347","1391057.94","937385.7067","1120377.634","59364.79462","913213.9512","1111277.834","1044544.355","1267658.015","1090267.452","1062475.618","1027871.208","1034332.378","843979.2583","780223.916","846435.4864","59103.77808","","1153309.829","774112.6286","1019165.348","1012680.633","1017042.201","791493.3805","912456.133","642177.4403","921138.0488","1320929.443","924059.4521","44668.82589","","928642.8844","1103916.645","1157113.225","999653.002","743757.0666","1031801.849","982200.4923","1100930.987","771812.2891","930939.9223","828959.211","0.5950425607762984"
"474","423.0078235","1.16140567","860206.5704","911255.8338","802755.7513","1029314.317","892209.077","785222.3836","788210.9098","918094.8802","812852.0302","832730.651","","13846.81297","1170774.683","1168109.842","833201.284","1004765.888","859211.8987","918201.8119","769508.028","856821.6284","947267.4352","1057359.609","818029.4955","","15579.44415","909091.3756","778248.5336","960297.7318","764334.5068","840331.963","1018706.743","1052841.008","710865.2955","1242427.64","1003493.894","666636.0051","","8458.647926","1020765.776","782264.8105","989512.7075","928672.3084","876068.7221","874443.2739","945224.1543","719384.8895","741198.8328","876623.4793","799976.1984","","21501.39309","954545.8032","813837.2729","876253.2613","851246.2262","169963.3463","927683.0804","933575.8423","980495.4258","819053.0075","784592.4623","1185185.178","","26005.63493","963330.8305","806296.5954","880388.7944","1037636.645","873938.1255","816536.9443","761272.8481","935539.3434","986323.7464","909828.4542","890125.8967","","30076.91089","920984.604","854696.6193","812492.9967","784147.889","899405.4996","871088.7588","738027.6681","985056.0397","905718.4785","827456.1494","993052.602","","29572.53939","872801.0937","800336.9229","990491.4442","908871.0968","925316.8335","786902.8347","908616.8994","1100414.148","1022356.213","979955.9327","934633.1752","","24811.68259","821143.0633","733812.8057","863219.9371","752269.8027","921142.8429","803560.1445","1086983.409","933733.5492","891831.5072","943350.1826","","40742.64009","897839.8884","791141.004","943557.1869","865877.7796","925358.7575","877710.6362","914384.6695","843985.138","872039.04","855998.6667","1173529.514","","28373.46654","708541.8303","891931.9411","1144276.367","871090.907","720614.473","1034957.101","1076387.503","795667.2559","877055.1669","986920.5068","995576.6612","0.04233636215195191"
"475","197.1008466","0.607850094","702128.1065","695574.7901","401663.8445","713846.223","1114232.375","549737.4965","977900.7267","405454.6207","356063.2231","367595.3317","","794272.2886","1158268.791","576256.9184","402255.345","334103.1224","662089.0654","299891.264","1271345.878","565341.0244","1049425.238","737818.6674","1030577.848","","1135431.095","1447667.869","833861.9859","1043280.723","293105.6505","1289291.863","1259442.507","998715.7962","576136.2819","460536.7701","925757.5437","496981.2826","","1045768.668","1188325.915","649653.9186","1434044.049","895109.5018","1158804.788","1069886.114","884376.4062","954394.0553","871208.4568","1084196.687","269522.5801","","1178555.289","667020.7197","880455.9681","890462.1282","321042.3992","267971.4236","694623.9924","416599.7013","416055.1838","716888.2048","722596.8772","480324.8198","","1207271.621","1105002.285","1102595.654","973028.2334","866559.1307","968245.1687","466961.344","565735.4832","1255167.317","1030940.338","924360.1923","1050444.2","","1198577.306","1063622.331","363147.5143","841259.3035","407788.0769","719369.2886","391094.8882","806669.3262","676971.0856","735969.245","359584.9007","373168.0169","","524550.9487","997125.7332","441754.9668","357489.634","380110.8049","1203806.739","440624.6773","1288012.815","871941.0033","981382.9986","1065984.118","969450.8091","","375535.3932","1127406.035","928812.5119","369442.917","785377.9789","662182.5625","760375.3509","852779.4896","836121.4537","1157835.19","1132383.113","","987465.0984","1124227.641","633011.2811","803864.1858","502086.2011","1061907.713","1079369.996","1226770.898","559581.726","1331324.953","430562.3986","905308.7628","","771773.0724","1124701.285","777728.4502","943613.5314","933367.5883","814308.1667","611818.971","875427.4293","853528.2766","763966.0758","814729.6225","1134542.545","0.03520463340915725"
"481","162.1124353","0.802926159","95595.8968","448432.4961","2367915.274","462576.3783","399851.2755","272618.6527","2518622.628","697042.6623","658789.6094","2114903.211","35903.48403","1029382.05","1149678.025","2131796.573","2249012.934","","324056.9364","1349566.52","455629.5471","2380450.189","1455418.308","381368.2068","883637.9031","17717.92779","1005295.422","1407449.172","270263.6357","","","733739.9597","723046.8529","","344803.241","581515.1145","548669.9826","896559.1013","33271.78503","594245.7591","1231233.491","516418.4906","1128194.456","","515432.207","316617.0032","366053.2052","431059.2075","454356.158","876121.4915","553364.7376","64084.23941","","1803909.748","685173.1586","802058.0279","339617.2913","1047351.406","586278.884","926276.1652","568466.8752","651407.9644","494874.815","668114.8461","59432.47752","2324148.079","1484398.696","642881.3309","","838434.2058","631046.6277","601863.3405","","960214.4558","510797.74","691987.6543","","36237.74946","1557454.743","2028344.111","806095.2057","892087.7916","1949474.127","522287.33","772863.6872","627333.9386","","","","2261837.424","49279.55922","720339.8837","1849955.565","1855262.164","716574.5421","","727207.6233","486030.9794","434249.0797","1404077.637","1083805.061","555607.3364","616152.1051","46549.39925","784138.0981","1911338.221","","683769.5311","","574321.5526","386673.5667","","","490037.2957","596734.8348","90253.00697","","1308822.717","","692413.8287","","593839.622","","","","","","854026.8826","44340.35736","678921.438","583239.3347","551747.6085","250602.2847","578427.5596","490752.415","617431.9798","380944.4353","","775241.0838","216016.5686","592662.7176","0.13773470429383206"
"486","834.6003937","18.63784984","1170564.582","814607.9366","2132677.06","1191825.335","1414042.84","1128236.413","1729066.729","2183329.917","938997.962","1053850.066","","860789.1182","1137694.069","1658701.409","749988.8314","985979.307","1153759.81","2570742.188","1452893.376","823061.9474","2579385.818","1161269.339","1387590.157","123159.2041","769373.1586","1255376.954","1590161.489","1712572.78","1659372.828","1137352.183","670450.8531","611248.8674","947544.829","943201.3826","694065.6742","1554706.739","","793440.7632","1274478.841","1181143.476","2059030.697","1293168.641","910912.0948","1540270.394","1358835.716","2331028.796","1410130.001","813700.9499","1322278.884","","792923.6443","1174327.616","2564593.842","838361.8745","1018241.639","1354761.372","584510.6007","2032682.389","822769.1408","974535.7271","1244309.568","1230227.556","","717868.1435","1048586.431","2307286.225","662803.5424","1113180.362","1118347.892","975029.9261","1114007.071","1221948.696","705937.1438","874658.8623","1478896.219","","646405.6357","1038343.613","1351710.854","931061.9981","1334779.787","1898260.948","915497.1967","1007225.117","1373057.022","1319225.264","1015910.266","1078566.979","","658851.8988","1336858.021","1579458.97","1342992.413","998855.3029","1228555.904","983786.0842","1086321.491","973134.3296","482471.5263","1166519.025","1005410.825","","658206.2051","1289597.16","1574918.064","1620488.263","2228868.612","773793.8312","1084302.956","1332994.978","1540078.305","2228048.543","1884717.539","242061.0127","1232572.984","1832339.182","1280613.351","1448706.724","1517293.965","2150730.172","2961303.378","2078494.444","1650055.383","1360066.452","2328227.482","2309584.611","262925.8829","1329107.108","1875946.255","2126667.545","2925186.164","1048845.988","","920399.6952","1138564.713","1641390.989","1605272.622","2758085.745","1746325.306","0.1023775692918486"
